Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
10/2/2022,, 46, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 7, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573950, 6142325 
10/2/2022,, 48, CONDUCTOR, CERRO LARGO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 6, CANELONES, PROGRESO, MOTO, 1, 571090, 6163905 
10/2/2022,, 49, CONDUCTOR, CERRO LARGO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 6, CANELONES, PROGRESO, AUTO, 1, 571090, 6163905 
10/2/2022,, 31, CONDUCTOR, VEINTICINCO DE MAYO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 10, TACUAREMBO, TACUAREMBO, MOTO, 1, 596695, 6491140 
10/2/2022,, 74, CONDUCTOR, VEINTICINCO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 10, TACUAREMBO, TACUAREMBO, AUTO, 1, 596695, 6491140 
10/2/2022,, 23, PEATÓN, YI, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 574045, 6137530 
10/2/2022,, 13, PASAJERO, CHAYOS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579540, 6142130 
10/2/2022,, 34, CONDUCTOR, CHAYOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579540, 6142130 
10/2/2022,, 57, CONDUCTOR, CHAYOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579540, 6142130 
10/2/2022,, 58, CONDUCTOR, FRANCISCO PRESTES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 11, SORIANO, DOLORES, AUTO, 1, 386945, 6289435 
10/2/2022,, 17, CONDUCTOR, FRANCISCO PRESTES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 11, SORIANO, DOLORES, MOTO, 1, 386945, 6289435 
10/2/2022,, 47, CONDUCTOR, SARANDI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 12, MALDONADO, MALDONADO, MOTO, 1, 686590, 6135630 
10/2/2022,, 38, CONDUCTOR, SARANDI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, MALDONADO, MALDONADO, AUTO, 1, 686590, 6135630 
10/2/2022,, 0, PASAJERO, JUNCAL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 12, PAYSANDU, PAYSANDU, AUTO, 1, 398990, 6425075 
10/2/2022,, 29, CONDUCTOR, JUNCAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 12, PAYSANDU, PAYSANDU, AUTO, 1, 398990, 6425075 
10/2/2022,, 49, CONDUCTOR, JUNCAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, PAYSANDU, PAYSANDU, AUTO, 1, 398990, 6425075 
10/2/2022,, 44, PASAJERO, AV CIRCUNVALACION, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 7, CANELONES, ATLANTIDA, AUTO, 1, 613140, 6151830 
10/2/2022,, 46, CONDUCTOR, AV CIRCUNVALACION, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 7, CANELONES, ATLANTIDA, AUTO, 1, 613140, 6151830 
10/2/2022,, 2, PASAJERO, CAMINO GENERAL A LA COLONIA Y CALLE LETRA D, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, PAYSANDU, CHACRAS DE PAYSANDU, AUTO, 1, 407935, 6416160 
10/2/2022,, 22, CONDUCTOR, CAMINO GENERAL A LA COLONIA Y CALLE LETRA D, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 12, PAYSANDU, CHACRAS DE PAYSANDU, MOTO, 1, 407935, 6416160 
10/2/2022,, 32, CONDUCTOR, CAMINO GENERAL A LA COLONIA Y CALLE LETRA D, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, PAYSANDU, CHACRAS DE PAYSANDU, AUTO, 1, 407935, 6416160 
10/2/2022,, 43, CONDUCTOR, HIGUERON, RURAL     , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 13, ROCHA, SIN DATOS, AUTO, 1, 763660, 6169210 
10/2/2022,, 25, CONDUCTOR, RUTA 67 Y 33, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, CANELONES, SIN DATOS, AUTO, 1, 581255, 6163845 
10/2/2022,, 56, CONDUCTOR, PRESBITERO BALDOMERO VIDAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, PAYSANDU, PAYSANDU, AUTO, 1, 397175, 6425390 
10/2/2022,, 63, PASAJERO, PIEDRAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 12, CANELONES, PANDO, AUTO, 1, 594880, 6157470 
10/2/2022,, 40, CONDUCTOR, PIEDRAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, CANELONES, PANDO, AUTO, 1, 594880, 6157470 
10/2/2022,, 71, CONDUCTOR, PIEDRAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 12, CANELONES, PANDO, AUTO, 1, 594880, 6157470 
10/2/2022,, 62, CONDUCTOR, AVENIDA DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576315, 6138010 
10/2/2022,, 22, PEATÓN, VIA_PUBLICA, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 574920, 6139700 
10/2/2022,, 43, CONDUCTOR, VIA_PUBLICA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574920, 6139700 
10/2/2022,, 66, CONDUCTOR, VIA_PUBLICA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574920, 6139700 
10/2/2022,, 24, CONDUCTOR, GENERAL MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 16, CERRO LARGO, MELO, MOTO, 1, 766795, 6414260 
10/2/2022,, 65, CONDUCTOR, GENERAL MANUEL ORIBE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, JUEVES, MASCULINO, 16, CERRO LARGO, MELO, AUTO, 1, 766795, 6414260 
10/2/2022,, 74, PEATÓN, DOCTOR POUEY, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 13, CANELONES, SIN DATOS, SIN DATOS, 1, 571230, 6157955 
10/2/2022,, 24, CONDUCTOR, SAN QUINTIN, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 16, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 571125, 6142830 
10/2/2022,, 35, PASAJERO, PAYSANDU, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 17, RIVERA, RIVERA, MOTO, 1, 638245, 6581765 
10/2/2022,, 40, CONDUCTOR, PAYSANDU, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 17, RIVERA, RIVERA, MOTO, 1, 638245, 6581765 
10/2/2022,, 51, CONDUCTOR, PAYSANDU, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, JUEVES, MASCULINO, 17, RIVERA, RIVERA, AUTO, 1, 638245, 6581765 
10/2/2022,, 16, PASAJERO, VIA_PUBLICA, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 579240, 6152795 
10/2/2022,, 45, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 18, LAVALLEJA, MINAS, AUTO, 1, 661470, 6195930 
10/2/2022,, 31, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 18, LAVALLEJA, MINAS, MOTO, 1, 661470, 6195930 
10/2/2022,, 59, CONDUCTOR, PARADA 14, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 14, ROCHA, PUIMAYEN, AUTO, 1, 833325, 6257705 
10/2/2022,, 64, CONDUCTOR, GONZALEZ MORENO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 17, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 423440, 6186970 
10/2/2022,, 18, CONDUCTOR, GONZALEZ MORENO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 17, COLONIA, COLONIA DEL SACRAMENTO, MOTO, 1, 423440, 6186970 
10/2/2022,, 53, CONDUCTOR, SIN DATOS, RURAL     , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, TREINTA Y TRES, SIN DATOS, CAMION, 1, 759845, 6373090 
10/2/2022,, 27, CONDUCTOR, CAMINO DE LAS CANTERAS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 17, PAYSANDU, NUEVO PAYSANDU, AUTO, 1, 400385, 6427350 
10/2/2022,, 6, PASAJERO, BASILIO ARAUJO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, JUEVES, FEMENINO, 19, TREINTA Y TRES, TREINTA Y TRES, MOTO, 1, 743840, 6319870 
10/2/2022,, 7, PASAJERO, BASILIO ARAUJO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, JUEVES, FEMENINO, 19, TREINTA Y TRES, TREINTA Y TRES, MOTO, 1, 743840, 6319870 
10/2/2022,, 23, CONDUCTOR, BASILIO ARAUJO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 19, TREINTA Y TRES, TREINTA Y TRES, MOTO, 1, 743840, 6319870 
10/2/2022,, 21, PASAJERO, UTA Nº8 BRIGADIER GENERAL MANUEL ORIBE Y CALLE ESPERANZA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 18, CERRO LARGO, MELO, AUTO, 1, 766470, 6416475 
10/2/2022,, 20, CONDUCTOR, UTA Nº8 BRIGADIER GENERAL MANUEL ORIBE Y CALLE ESPERANZA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, CERRO LARGO, MELO, AUTO, 1, 766470, 6416475 
10/2/2022,, 67, CONDUCTOR, UTA Nº8 BRIGADIER GENERAL MANUEL ORIBE Y CALLE ESPERANZA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 18, CERRO LARGO, MELO, MOTO, 1, 766470, 6416475 
10/2/2022,, 24, CONDUCTOR, DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO GRAVE, CAÍDA, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 17, RIVERA, RIVERA, MOTO, 1, 639565, 6578770 
10/2/2022,, 27, PEATÓN, HERVIDERO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 19, RIO NEGRO, YOUNG, SIN DATOS, 1, 440475, 6380695 
10/2/2022,, 52, PASAJERO, AVENIDA DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575485, 6137620 
10/2/2022,, 55, CONDUCTOR, AVENIDA DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575485, 6137620 
10/2/2022,, 56, CONDUCTOR, AVENIDA DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575485, 6137620 
10/2/2022,, 24, CONDUCTOR, EL MESANA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO, 19, MALDONADO, PUNTA DEL ESTE, MOTO, 1, 687975, 6129285 
10/2/2022,, 67, CONDUCTOR, EL MESANA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 19, MALDONADO, PUNTA DEL ESTE, AUTO, 1, 687975, 6129285 
10/2/2022,, 24, CONDUCTOR, CORUÑA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 578015, 6140725 
10/2/2022,, 66, CONDUCTOR, CORUÑA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 578015, 6140725 
10/2/2022,, SIN DATOS, CONDUCTOR, CAMINO ZELMAR MICHELINI, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 20, DURAZNO, DURAZNO, AUTO, 1, 546525, 6305750 
10/2/2022,, SIN DATOS, CONDUCTOR, JOAQUIN LENZINA -ANSINA-, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MALDONADO, PUNTA DEL ESTE, AUTO, 1, 688415, 6130155 
10/2/2022,, 48, CONDUCTOR, JOAQUIN LENZINA -ANSINA-, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MALDONADO, PUNTA DEL ESTE, AUTO, 1, 688415, 6130155 
10/2/2022,, 35, CONDUCTOR, ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 20, COLONIA, CARMELO, AUTO, 1, 381410, 6238295 
10/2/2022,, 16, PASAJERO, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, JUEVES, FEMENINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 579240, 6152795 
10/2/2022,, 18, PASAJERO, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, JUEVES, FEMENINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 579240, 6152795 
10/2/2022,, 42, PASAJERO, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, JUEVES, FEMENINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 579240, 6152795 
10/2/2022,, 45, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 579240, 6152795 
10/2/2022,, 75, CONDUCTOR, AVENIDA JOSE BELLONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 579240, 6152795 
10/2/2022,, 91, PEATÓN, TOMAS BERRETA, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 8, ARTIGAS, ARTIGAS, SIN DATOS, 1, 551110, 6636280 
10/2/2022,, 48, CONDUCTOR, AVENIDA ANTONIO CAMACHO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 10, MALDONADO, PINARES - LAS DELICIAS, AUTO, 1, 686095, 6133520 
10/2/2022,, 70, CONDUCTOR, GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, JUEVES, MASCULINO, 7, COLONIA, MIGUELETE, BICICLETA, 1, 440175, 6236725 
7/2/2022,, 34, CONDUCTOR, GENERAL FRUCTUOSO RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 6, SALTO, SALTO, AUTO, 1, 407780, 6526830 
7/2/2022,, 38, CONDUCTOR, GENERAL FRUCTUOSO RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 6, SALTO, SALTO, AUTO, 1, 407780, 6526830 
10/2/2022,, 19, CONDUCTOR, GIANNATTASIO PARALELA AUXILIAR SUR, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, FEMENINO, 15, CANELONES, LAGOMAR, AUTO, 1, 593240, 6144815 
10/2/2022,, SIN DATOS, CONDUCTOR, GIANNATTASIO PARALELA AUXILIAR SUR, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, JUEVES, MASCULINO, 15, CANELONES, LAGOMAR, AUTO, 1, 593240, 6144815 
8/2/2022,, 27, CONDUCTOR, DOCTOR ANDRES LAMAS, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 1, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575925, 6141445 
8/2/2022,, 28, PASAJERO, DOCTOR ANDRES LAMAS, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 1, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575925, 6141445 
8/2/2022,, 38, CONDUCTOR, RAMBLA DOCTOR BALTASAR BRUM, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573050, 6139760 
8/2/2022,, 45, CONDUCTOR, RAMBLA DOCTOR BALTASAR BRUM, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573050, 6139760 
8/2/2022,, 38, CONDUCTOR, FERNANDO CARBALLO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 425055, 6187325 
8/2/2022,, 35, CONDUCTOR, BRASIL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 8, SALTO, SALTO, MOTO, 1, 407850, 6527225 
8/2/2022,, 65, CONDUCTOR, BRASIL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, SALTO, SALTO, AUTO, 1, 407850, 6527225 
8/2/2022,, 48, CONDUCTOR, AGUSTIN DE LA ROSA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 9, CERRO LARGO, MELO, AUTO, 1, 766170, 6414820 
8/2/2022,, 72, CONDUCTOR, AGUSTIN DE LA ROSA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 9, CERRO LARGO, MELO, AUTO, 1, 766170, 6414820 
8/2/2022,, 34, CONDUCTOR, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 11, COLONIA, SIN DATOS, AUTO, 1, 443310, 6193010 
8/2/2022,, 56, PASAJERO, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, AUTO, 1, 743370, 6321730 
8/2/2022,, 66, PASAJERO, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, AUTO, 1, 743370, 6321730 
8/2/2022,, 67, PASAJERO, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, AUTO, 1, 743370, 6321730 
8/2/2022,, 68, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, AUTO, 1, 743370, 6321730 
8/2/2022,, 69, PASAJERO, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, TREINTA Y TRES, EJIDO DE TREINTA Y TRES, AUTO, 1, 743370, 6321730 
8/2/2022,, 32, PASAJERO, CAMINO ALTERNATIVO PALMARES DE LA CORONILLA, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 2, ROCHA, SIN DATOS, AUTO, 1, 821915, 6245685 
8/2/2022,, 32, PEATÓN, COLONIA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 13, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 575205, 6137620 
8/2/2022,, 35, CONDUCTOR, COLONIA, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575205, 6137620 
8/2/2022,, 47, CONDUCTOR, CERRO LARGO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573115, 6137530 
8/2/2022,, 43, CONDUCTOR, BALTASAR BRUM, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, MARTES, MASCULINO, 11, TACUAREMBO, PASO DE LOS TOROS, AUTO, 1, 545525, 6370025 
8/2/2022,, 83, CONDUCTOR, BALTASAR BRUM, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, MARTES, MASCULINO, 11, TACUAREMBO, PASO DE LOS TOROS, AUTO, 1, 545525, 6370025 
8/2/2022,, 30, CONDUCTOR, CALLE JOSÉ RAMAGLI ESQ. CALLE SAN MIGUEL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 13, ROCHA, 18 DE JULIO, AUTO, 1, 819500, 6267695 
8/2/2022,, 49, CONDUCTOR, CALLE JOSÉ RAMAGLI ESQ. CALLE SAN MIGUEL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 13, ROCHA, 18 DE JULIO, AUTO, 1, 819500, 6267695 
8/2/2022,, 67, CONDUCTOR, DIECINUEVE DE ABRIL, URBANA    , HERIDO GRAVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 13, LAVALLEJA, MINAS, MOTO, 1, 663450, 6194625 
8/2/2022,, 21, PASAJERO, MIRAVALLES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 14, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 580400, 6138755 
